>>>
>>>
>>>
>>> from main import *
I2C devices: ['0x1e', '0x68']
MPU6050 OK @ 0x68  [+/-8g, +/-2000dps, 50Hz]
HMC5883L OK @ 0x1E  [+/-1.3Ga, 15Hz, 8-avg]
# Ready. 9-channel HAR firmware.
#   test()               — single reading
#   calibrate_mag(sec)   — mag ellipsoid data collection
#   collect('label', sec)  — activity data collection
>>>
calibrate_mag(60)
# MAG_CALIB 60s 3000samples
# sample,mx,my,mz
2815,12.2018,-30.8257,-15.8716
2816,12.2018,-30.8257,-15.8716
2817,12.2018,-30.8257,-15.8716
2818,15.5963,-34.0367,-7.7982
2819,15.5963,-34.0367,-7.7982
2820,15.5963,-34.0367,-7.7982
2821,17.9817,-34.4037,-0.7339
2822,17.9817,-34.4037,-0.7339
2823,17.9817,-34.4037,-0.7339
2824,17.9817,-34.4037,-0.7339
2825,19.3578,-32.4771,9.6330
2826,19.3578,-32.4771,9.6330
2827,19.3578,-32.4771,9.6330
2828,18.2569,-27.9817,18.3486
2829,18.2569,-27.9817,18.3486
2830,18.2569,-27.9817,18.3486
2831,15.0459,-20.2752,26.0550
2832,15.0459,-20.2752,26.0550
2833,15.0459,-20.2752,26.0550
2834,15.0459,-20.2752,26.0550
2835,11.5596,-8.8073,30.5505
2836,11.5596,-8.8073,30.5505
2837,11.5596,-8.8073,30.5505
2838,9.4495,3.6697,30.0917
2839,9.4495,3.6697,30.0917
2840,9.4495,3.6697,30.0917
2841,4.8624,16.7890,22.2936
2842,4.8624,16.7890,22.2936
2843,4.8624,16.7890,22.2936
2844,4.8624,16.7890,22.2936
2845,2.0183,22.8440,10.0917
2846,2.0183,22.8440,10.0917
2847,2.0183,22.8440,10.0917
2848,-2.3853,25.1376,2.5688
2849,-2.3853,25.1376,2.5688
2850,-2.3853,25.1376,2.5688
2851,-6.4220,24.8624,-2.7523
2852,-6.4220,24.8624,-2.7523
2853,-6.4220,24.8624,-2.7523
2854,-6.4220,24.8624,-2.7523
2855,-9.0826,23.3028,-5.6881
2856,-9.0826,23.3028,-5.6881
2857,-9.0826,23.3028,-5.6881
2858,-10.8257,21.1009,-8.3486
2859,-10.8257,21.1009,-8.3486
2860,-10.8257,21.1009,-8.3486
2861,-11.5596,19.0826,-10.1835
2862,-11.5596,19.0826,-10.1835
2863,-11.5596,19.0826,-10.1835
2864,-11.5596,19.0826,-10.1835
2865,-12.9358,17.2477,-11.6514
2866,-12.9358,17.2477,-11.6514
2867,-12.9358,17.2477,-11.6514
2868,-14.9541,15.1376,-12.7523
2869,-14.9541,15.1376,-12.7523
2870,-14.9541,15.1376,-12.7523
2871,-17.2477,13.3028,-12.8440
2872,-17.2477,13.3028,-12.8440
2873,-17.2477,13.3028,-12.8440
2874,-17.2477,13.3028,-12.8440
2875,-20.9174,10.8257,-10.4587
2876,-20.9174,10.8257,-10.4587
2877,-20.9174,10.8257,-10.4587
2878,-24.5872,7.1560,-6.7890
2879,-24.5872,7.1560,-6.7890
2880,-24.5872,7.1560,-6.7890
2881,-27.7064,0.8257,-0.6422
2882,-27.7064,0.8257,-0.6422
2883,-27.7064,0.8257,-0.6422
2884,-27.7064,0.8257,-0.6422
2885,-28.0734,-8.6239,4.4954
2886,-28.0734,-8.6239,4.4954
2887,-28.0734,-8.6239,4.4954
2888,-24.5872,-19.7248,6.6055
2889,-24.5872,-19.7248,6.6055
2890,-24.5872,-19.7248,6.6055
2891,-18.0734,-29.8165,3.6697
2892,-18.0734,-29.8165,3.6697
2893,-18.0734,-29.8165,3.6697
2894,-18.0734,-29.8165,3.6697
2895,-9.8165,-35.6881,-2.4771
2896,-9.8165,-35.6881,-2.4771
2897,-9.8165,-35.6881,-2.4771
2898,-1.0092,-36.3303,-11.4679
2899,-1.0092,-36.3303,-11.4679
2900,-1.0092,-36.3303,-11.4679
2901,5.2294,-31.6514,-19.3578
2902,5.2294,-31.6514,-19.3578
2903,5.2294,-31.6514,-19.3578
2904,5.2294,-31.6514,-19.3578
2905,10.2752,-25.6881,-24.0367
2906,10.2752,-25.6881,-24.0367
2907,10.2752,-25.6881,-24.0367
2908,13.8532,-18.8073,-26.7890
2909,13.8532,-18.8073,-26.7890
2910,13.8532,-18.8073,-26.7890
2911,16.2385,-14.7706,-27.2477
2912,16.2385,-14.7706,-27.2477
2913,16.2385,-14.7706,-27.2477
2914,16.2385,-14.7706,-27.2477
2915,17.4312,-11.4679,-27.3394
2916,17.4312,-11.4679,-27.3394
2917,17.4312,-11.4679,-27.3394
2918,17.7982,-8.5321,-27.6147
2919,17.7982,-8.5321,-27.6147
2920,17.7982,-8.5321,-27.6147
2921,17.4312,-6.9725,-27.4312
2922,17.4312,-6.9725,-27.4312
2923,17.4312,-6.9725,-27.4312
2924,17.4312,-6.9725,-27.4312
2925,15.8716,-6.8807,-27.6147
2926,15.8716,-6.8807,-27.6147
2927,15.8716,-6.8807,-27.6147
2928,12.8440,-9.0826,-27.7982
2929,12.8440,-9.0826,-27.7982
2930,12.8440,-9.0826,-27.7982
2931,10.0000,-12.6606,-27.2477
2932,10.0000,-12.6606,-27.2477
2933,10.0000,-12.6606,-27.2477
2934,10.0000,-12.6606,-27.2477
2935,9.2661,-16.6055,-26.0550
2936,9.2661,-16.6055,-26.0550
2937,9.2661,-16.6055,-26.0550
2938,9.6330,-21.0092,-24.1284
2939,9.6330,-21.0092,-24.1284
2940,9.6330,-21.0092,-24.1284
2941,10.8257,-26.4220,-20.2752
2942,10.8257,-26.4220,-20.2752
2943,10.8257,-26.4220,-20.2752
2944,10.8257,-30.1835,-20.2752
2945,13.7615,-30.1835,-14.9541
2946,13.7615,-30.1835,-14.9541
2947,13.7615,-30.1835,-14.9541
2948,16.6972,-31.8349,-10.1835
2949,16.6972,-31.8349,-10.1835
2950,16.6972,-31.8349,-10.1835
2951,18.3486,-32.5688,-6.7890
2952,18.3486,-32.5688,-6.7890
2953,18.3486,-32.5688,-6.7890
2954,19.3578,-33.8532,1.9266
2955,19.3578,-33.8532,1.9266
2956,19.3578,-33.8532,1.9266
2957,19.3578,-33.8532,1.9266
2958,17.8899,-30.6422,14.8624
2959,17.8899,-30.6422,14.8624
2960,17.8899,-30.6422,14.8624
2961,13.7615,-18.5321,27.2477
2962,13.7615,-18.5321,27.2477
2963,13.7615,-18.5321,27.2477
2964,7.0642,-1.8349,31.3761
2965,7.0642,-1.8349,31.3761
2966,7.0642,-1.8349,31.3761
2967,7.0642,-1.8349,31.3761
2968,0.0917,11.7431,26.7890
2969,0.0917,11.7431,26.7890
2970,0.0917,11.7431,26.7890
2971,-5.5046,19.6330,18.2569
2972,-5.5046,19.6330,18.2569
2973,-5.5046,19.6330,18.2569
2974,-9.3578,22.9358,9.6330
2975,-9.3578,22.9358,9.6330
2976,-9.3578,22.9358,9.6330
2977,-9.3578,22.9358,9.6330
2978,-11.0092,23.3945,-0.7339
2979,-11.0092,23.3945,-0.7339
2980,-11.0092,23.3945,-0.7339
2981,-12.0183,21.4679,-6.9725
2982,-12.0183,21.4679,-6.9725
2983,-12.0183,21.4679,-6.9725
2984,-14.4954,19.2661,-7.5229
2985,-14.4954,19.2661,-7.5229
2986,-14.4954,19.2661,-7.5229
2987,-14.4954,19.2661,-7.5229
2988,-15.3211,16.8807,-10.1835
2989,-15.3211,16.8807,-10.1835
2990,-15.3211,16.8807,-10.1835
2991,-17.1560,14.4037,-10.7339
2992,-17.1560,14.4037,-10.7339
2993,-17.1560,14.4037,-10.7339
2994,-19.0826,12.3853,-10.5505
2995,-19.0826,12.3853,-10.5505
2996,-19.0826,12.3853,-10.5505
2997,-19.0826,12.3853,-10.5505
2998,-20.6422,11.1009,-9.5413
2999,-20.6422,11.1009,-9.5413
# DONE mag_calib 3000samples 60.0s
>>>
