I2C scan: ['0x68']
MPU6050 OK @ 0x68, +/-8g, +/-2000dps, 50Hz
# Ready.
# Commands: test(), collect('<label>', seconds)
MicroPython v1.24.1 on 2024-11-29; Generic ESP32S3 module with ESP32S3
Type "help()" for more information.
>>> ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x8 (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce3820,len:0x105c
load:0x403c9700,len:0x4
load:0x403c9704,len:0xbd8
load:0x403cc700,len:0x2e34
entry 0x403c989c
[0;31mE (289) quad_psram: PSRAM ID read error: 0x00ffffff, PSRAM chip not found or not supported, or wrong PSRAM line mode[0m
[0;31mE (289) esp_psram: PSRAM enabled but initialization failed. Bailing out.[0m
I2C scan: ['0x68']
MPU6050 OK @ 0x68, +/-8g, +/-2000dps, 50Hz
# Ready.
# Commands: test(), collect('<label>', seconds)
MicroPython v1.24.1 on 2024-11-29; Generic ESP32S3 module with ESP32S3
Type "help()" for more information.
>>>
collect('+Z_down', 5)
# COLLECT +Z_down 5s 250samples
# sample,ax,ay,az,gx,gy,gz,label
539,-0.72544,0.13408,9.57681,-4.2683,-1.2195,0.6707,static
540,-0.72065,0.13886,9.56723,-4.2683,-1.2195,0.6707,static
541,-0.72784,0.14365,9.57202,-4.2683,-1.2195,0.6707,static
542,-0.73023,0.14605,9.58160,-4.2683,-1.1585,0.7317,static
543,-0.72544,0.14605,9.57681,-4.2683,-1.2195,0.6707,static
544,-0.71826,0.15323,9.57920,-4.2683,-1.2195,0.6707,static
545,-0.71587,0.15083,9.57441,-4.3293,-1.2195,0.6707,static
546,-0.73023,0.15323,9.57441,-4.2073,-1.2195,0.7317,static
547,-0.73741,0.15323,9.57920,-4.2073,-1.2195,0.7317,static
548,-0.73023,0.14126,9.57681,-4.2683,-1.2195,0.6707,static
549,-0.72784,0.14844,9.56484,-4.2683,-1.2805,0.6098,static
550,-0.72544,0.15323,9.58160,-4.2683,-1.2195,0.6707,static
551,-0.72544,0.14605,9.58160,-4.3293,-1.1585,0.6707,static
552,-0.71826,0.14365,9.57441,-4.3293,-1.2805,0.6707,static
553,-0.71347,0.15323,9.57202,-4.2683,-1.2195,0.6707,static
554,-0.72305,0.14844,9.58638,-4.2073,-1.1585,0.7317,static
555,-0.74220,0.21787,9.59357,-4.2073,-1.2195,0.7317,static
556,-0.55785,0.00479,9.60793,-5.2439,-1.8902,-0.4878,static
557,-0.85952,0.12929,9.47146,-3.2317,-1.1585,1.3415,static
558,-1.01035,0.26815,9.63187,-3.1707,1.0366,3.2317,static
559,-0.70629,0.05028,9.78031,-5.5488,-1.1585,-0.1220,static
560,-0.54827,0.15562,9.41400,-5.3659,-3.9024,-2.1951,static
561,-0.63686,0.22505,9.35893,-3.5366,-1.8902,0.5488,static
562,-0.77333,0.11492,9.75158,-3.4756,0.8537,2.5610,static
563,-0.82121,0.16041,9.68455,-4.2683,-0.7317,1.0366,static
564,-0.65122,0.17238,9.42597,-5.2439,-2.4390,-0.8537,static
565,-0.63925,0.08619,9.53371,-4.5122,-1.4024,0.2439,static
566,-0.80445,0.17957,9.62708,-3.2317,-0.3049,1.9512,static
567,-0.78530,0.15083,9.64145,-4.2073,-0.9146,0.9756,static
568,-0.63686,0.12210,9.52174,-5.1829,-1.9512,-0.4878,static
569,-0.68474,0.13886,9.50977,-4.2073,-1.4634,0.5488,static
570,-0.77572,0.15802,9.63187,-3.5976,-0.6098,1.5244,static
571,-0.76136,0.12689,9.63906,-4.3293,-1.0366,0.7317,static
572,-0.70390,0.15323,9.50977,-4.6341,-1.6463,0.1220,static
573,-0.69671,0.13168,9.55526,-4.3293,-1.2195,0.6707,static
574,-0.73023,0.13408,9.63666,-4.0854,-0.9146,0.9756,static
575,-0.72544,0.13886,9.58160,-4.3293,-1.2805,0.6098,static
576,-0.70629,0.14605,9.53132,-4.3902,-1.4024,0.4878,static
577,-0.73741,0.12929,9.58399,-4.1463,-1.0366,0.8537,static
578,-0.73741,0.13408,9.61990,-4.2073,-1.0976,0.7927,static
579,-0.70390,0.13168,9.56962,-4.4512,-1.3415,0.4268,static
580,-0.71347,0.13168,9.55765,-4.2683,-1.2805,0.6098,static
581,-0.73023,0.13886,9.60314,-4.0854,-1.0366,0.8537,static
582,-0.72544,0.13886,9.59117,-4.2683,-1.1585,0.6707,static
583,-0.71347,0.14605,9.55526,-4.3293,-1.3415,0.5488,static
584,-0.72305,0.14605,9.57441,-4.2073,-1.1585,0.7317,static
585,-0.73263,0.13647,9.60075,-4.2073,-1.1585,0.7927,static
586,-0.72065,0.13647,9.56723,-4.3293,-1.2805,0.5488,static
587,-0.70868,0.14126,9.56005,-4.3293,-1.2805,0.6098,static
588,-0.72784,0.14844,9.57441,-4.1463,-1.1585,0.7927,static
589,-0.73502,0.15083,9.58399,-4.2073,-1.1585,0.7927,static
590,-0.71587,0.14126,9.57202,-4.3293,-1.2805,0.6098,static
591,-0.70868,0.13647,9.56962,-4.3293,-1.2805,0.6098,static
592,-0.71587,0.13647,9.58160,-4.2073,-1.2195,0.7317,static
593,-0.72784,0.14126,9.58399,-4.2073,-1.2195,0.7317,static
594,-0.71587,0.14126,9.58638,-4.3293,-1.2805,0.6098,static
595,-0.71587,0.14126,9.57681,-4.2683,-1.2195,0.6707,static
596,-0.73263,0.14126,9.57681,-4.2073,-1.1585,0.7317,static
597,-0.73023,0.14365,9.58160,-4.2683,-1.2195,0.6707,static
598,-0.71347,0.15802,9.56723,-4.3293,-1.2805,0.6098,static
599,-0.72065,0.15083,9.56244,-4.2683,-1.2195,0.7317,static
600,-0.73741,0.14605,9.58399,-4.2073,-1.1585,0.7927,static
601,-0.71108,0.14126,9.57920,-4.3293,-1.2195,0.6707,static
602,-0.69671,0.13886,9.56962,-4.3902,-1.2805,0.6098,static
603,-0.70868,0.15323,9.57441,-4.2073,-1.2195,0.7317,static
604,-0.73023,0.14365,9.59117,-4.1463,-1.1585,0.7927,static
605,-0.71347,0.13886,9.59596,-4.2683,-1.2195,0.6098,static
606,-0.70868,0.14126,9.57441,-4.3902,-1.2805,0.5488,static
607,-0.70868,0.14126,9.56244,-4.2683,-1.2195,0.6707,static
608,-0.72544,0.14365,9.57681,-4.1463,-1.1585,0.7927,static
609,-0.74220,0.15083,9.58160,-4.2073,-1.2195,0.7317,static
610,-0.72305,0.14126,9.58160,-4.3293,-1.2805,0.6098,static
611,-0.71108,0.13408,9.57202,-4.3293,-1.2805,0.6098,static
612,-0.72305,0.14126,9.57920,-4.2073,-1.2195,0.7317,static
613,-0.73023,0.14605,9.57441,-4.2073,-1.1585,0.7317,static
614,-0.72544,0.13647,9.57681,-4.2683,-1.2195,0.6707,static
615,-0.72065,0.13647,9.56962,-4.2683,-1.2805,0.6707,static
616,-0.73023,0.14844,9.57441,-4.2683,-1.1585,0.7317,static
617,-0.72065,0.14126,9.56962,-4.3293,-1.2805,0.6098,static
618,-0.72784,0.14365,9.56005,-4.2073,-1.2195,0.6707,static
619,-0.74220,0.14126,9.58160,-4.2073,-1.1585,0.7317,static
620,-0.72784,0.14126,9.57681,-4.2683,-1.2195,0.6707,static
621,-0.70390,0.14126,9.57202,-4.3293,-1.2805,0.6098,static
622,-0.70868,0.14126,9.56484,-4.2683,-1.2195,0.6707,static
623,-0.72544,0.14126,9.58160,-4.2073,-1.1585,0.7317,static
624,-0.71826,0.14844,9.57681,-4.2683,-1.1585,0.6707,static
625,-0.70868,0.13886,9.57441,-4.3902,-1.2195,0.6098,static
626,-0.71826,0.13408,9.57441,-4.2683,-1.2195,0.6707,static
627,-0.73741,0.14126,9.57681,-4.1463,-1.1585,0.7317,static
628,-0.73981,0.14126,9.57202,-4.2073,-1.2195,0.6707,static
629,-0.72305,0.13886,9.57441,-4.2683,-1.2195,0.6098,static
630,-0.71347,0.13408,9.57441,-4.2683,-1.2195,0.6098,static
631,-0.72305,0.14365,9.57920,-4.2073,-1.2195,0.7317,static
632,-0.72544,0.14365,9.58160,-4.2683,-1.1585,0.6707,static
633,-0.72065,0.13408,9.56723,-4.3293,-1.2195,0.6098,static
634,-0.73023,0.13168,9.56484,-4.2073,-1.2195,0.6707,static
635,-0.73981,0.13647,9.57441,-4.2073,-1.1585,0.7317,static
636,-0.73502,0.13647,9.57681,-4.2683,-1.2195,0.6707,static
637,-0.72065,0.13408,9.57441,-4.3293,-1.2805,0.5488,static
638,-0.71826,0.13408,9.56244,-4.2683,-1.2195,0.6707,static
639,-0.73981,0.13408,9.57920,-4.1463,-1.1585,0.7927,static
640,-0.73741,0.13647,9.58638,-4.2073,-1.2195,0.7317,static
641,-0.72065,0.13408,9.57441,-4.3293,-1.2805,0.6098,static
642,-0.70629,0.14365,9.56484,-4.2683,-1.2195,0.6707,static
643,-0.72544,0.14605,9.58160,-4.2073,-1.1585,0.7927,static
644,-0.72784,0.14605,9.58160,-4.2683,-1.1585,0.6707,static
645,-0.71826,0.13886,9.57441,-4.3293,-1.2805,0.5488,static
646,-0.72784,0.14126,9.57920,-4.2683,-1.2195,0.6707,static
647,-0.73263,0.14126,9.59835,-4.2073,-1.1585,0.7317,static
648,-0.72305,0.14126,9.59357,-4.2683,-1.2195,0.6707,static
649,-0.71347,0.13168,9.57202,-4.3293,-1.2805,0.6098,static
650,-0.72065,0.13168,9.56005,-4.2683,-1.2195,0.7317,static
651,-0.73741,0.14126,9.58399,-4.2073,-1.1585,0.7317,static
652,-0.71587,0.14365,9.57920,-4.2683,-1.2195,0.6707,static
653,-0.71108,0.13168,9.56723,-4.3293,-1.2195,0.6098,static
654,-0.72784,0.14126,9.56244,-4.2073,-1.2195,0.7317,static
655,-0.74220,0.14126,9.57920,-4.2683,-1.2195,0.7317,static
656,-0.73023,0.14605,9.58878,-4.3293,-1.2805,0.6098,static
657,-0.72065,0.13647,9.56723,-4.3293,-1.2805,0.6707,static
658,-0.72544,0.14126,9.57202,-4.2683,-1.2195,0.7317,static
659,-0.73023,0.14605,9.57441,-4.2073,-1.1585,0.7317,static
660,-0.72305,0.14605,9.57681,-4.3293,-1.2195,0.6707,static
661,-0.71108,0.14126,9.56962,-4.3293,-1.2195,0.6098,static
662,-0.71826,0.14126,9.56962,-4.2683,-1.2195,0.6707,static
663,-0.72305,0.13647,9.57681,-4.2683,-1.1585,0.7317,static
664,-0.73502,0.14365,9.56005,-4.2683,-1.2195,0.6707,static
665,-0.73741,0.15083,9.56723,-4.2683,-1.2195,0.6707,static
666,-0.71587,0.13886,9.57202,-4.3293,-1.2195,0.6707,static
667,-0.71587,0.13647,9.55526,-4.3293,-1.2195,0.6707,static
668,-0.71826,0.13408,9.57202,-4.2683,-1.2195,0.7317,static
669,-0.71347,0.12929,9.57920,-4.2683,-1.1585,0.7317,static
670,-0.73263,0.14126,9.57441,-4.2683,-1.2195,0.7317,static
671,-0.72784,0.14365,9.56484,-4.2683,-1.2195,0.6707,static
672,-0.73023,0.14605,9.57681,-4.2683,-1.2195,0.6707,static
673,-0.72305,0.14126,9.57202,-4.2683,-1.2195,0.6707,static
674,-0.72305,0.13408,9.56962,-4.2683,-1.2195,0.6707,static
675,-0.72784,0.15083,9.56723,-4.2073,-1.2195,0.6707,static
676,-0.72784,0.14126,9.57202,-4.2073,-1.2195,0.6707,static
677,-0.72065,0.14365,9.57920,-4.2683,-1.2195,0.6707,static
678,-0.72065,0.14605,9.57202,-4.2683,-1.2195,0.6707,static
679,-0.72305,0.13886,9.56723,-4.2683,-1.2195,0.6707,static
680,-0.73023,0.13408,9.56723,-4.2683,-1.2195,0.6707,static
681,-0.72544,0.13408,9.57920,-4.2683,-1.2195,0.6707,static
682,-0.71108,0.13647,9.56723,-4.2683,-1.2195,0.6707,static
683,-0.71108,0.13886,9.57920,-4.2683,-1.2195,0.7317,static
684,-0.71587,0.13408,9.57202,-4.2683,-1.1585,0.7317,static
685,-0.71826,0.13408,9.56484,-4.2683,-1.2195,0.6707,static
686,-0.72784,0.13408,9.56244,-4.2683,-1.2195,0.6707,static
687,-0.73263,0.13886,9.57202,-4.2683,-1.1585,0.7317,static
688,-0.72784,0.14126,9.57920,-4.2683,-1.2195,0.6707,static
689,-0.72544,0.14365,9.58399,-4.2683,-1.2195,0.6707,static
690,-0.72544,0.14126,9.57920,-4.2683,-1.2195,0.6707,static
691,-0.72065,0.14844,9.57202,-4.2683,-1.2195,0.6707,static
692,-0.72544,0.15562,9.57681,-4.2073,-1.2195,0.7317,static
693,-0.73023,0.14605,9.58160,-4.2683,-1.2195,0.6707,static
694,-0.72784,0.13886,9.58160,-4.2683,-1.2195,0.6707,static
695,-0.72065,0.13886,9.57681,-4.2683,-1.2195,0.6707,static
696,-0.71587,0.13647,9.57920,-4.2683,-1.1585,0.6707,static
697,-0.72305,0.14126,9.56962,-4.2683,-1.2195,0.6707,static
698,-0.71826,0.13408,9.56723,-4.2683,-1.2195,0.6707,static
699,-0.73741,0.14126,9.57441,-4.2073,-1.2195,0.7317,static
700,-0.73741,0.14126,9.57441,-4.2073,-1.2195,0.7317,static
701,-0.73502,0.13647,9.57920,-4.2683,-1.2195,0.6707,static
702,-0.70150,0.13886,9.57441,-4.4512,-1.2805,0.5488,static
703,-0.69432,0.14605,9.56005,-4.3293,-1.2805,0.6098,static
704,-0.73023,0.15083,9.56005,-4.0854,-1.1585,0.8537,static
705,-0.75178,0.14844,9.58160,-4.0854,-1.0976,0.8537,static
706,-0.73263,0.14605,9.57681,-4.3293,-1.2195,0.6098,static
707,-0.71587,0.14365,9.55526,-4.3902,-1.3415,0.5488,static
708,-0.71587,0.15083,9.56244,-4.2683,-1.1585,0.7317,static
709,-0.72305,0.14365,9.59357,-4.2683,-1.1585,0.7317,static
710,-0.71347,0.14605,9.57441,-4.3293,-1.2805,0.6098,static
711,-0.72065,0.14365,9.56244,-4.2683,-1.2195,0.6707,static
712,-0.72784,0.13647,9.58399,-4.2073,-1.1585,0.7927,static
713,-0.73023,0.13886,9.57920,-4.2683,-1.2195,0.6707,static
714,-0.71826,0.13647,9.56484,-4.3293,-1.2805,0.5488,static
715,-0.72065,0.14126,9.56962,-4.2683,-1.2195,0.6707,static
716,-0.73741,0.14365,9.59357,-4.2073,-1.1585,0.7927,static
717,-0.73023,0.13408,9.56484,-4.2683,-1.2195,0.6707,static
718,-0.73263,0.13408,9.56005,-4.2683,-1.2805,0.6707,static
719,-0.73502,0.14126,9.57441,-4.2683,-1.2195,0.7317,static
720,-0.73502,0.13886,9.58878,-4.2683,-1.1585,0.7317,static
721,-0.71826,0.14365,9.57681,-4.3293,-1.2195,0.6098,static
722,-0.72305,0.14126,9.57681,-4.2683,-1.2195,0.6707,static
723,-0.72784,0.13647,9.58878,-4.2073,-1.1585,0.7317,static
724,-0.72784,0.14365,9.58160,-4.2683,-1.2195,0.7317,static
725,-0.72784,0.14605,9.56723,-4.2683,-1.2195,0.6098,static
726,-0.72544,0.13408,9.57441,-4.2683,-1.2195,0.6707,static
727,-0.73023,0.13886,9.58399,-4.2073,-1.1585,0.7317,static
728,-0.71826,0.13886,9.57441,-4.2683,-1.2195,0.6707,static
729,-0.72544,0.13886,9.56005,-4.2683,-1.2195,0.6707,static
730,-0.73023,0.13408,9.57681,-4.2073,-1.2195,0.7317,static
731,-0.72784,0.13886,9.57920,-4.2683,-1.1585,0.7317,static
732,-0.72305,0.13647,9.57681,-4.3293,-1.2195,0.6098,static
733,-0.71587,0.14126,9.57441,-4.2683,-1.2195,0.6707,static
734,-0.72065,0.13408,9.58160,-4.2683,-1.1585,0.6707,static
735,-0.72305,0.13408,9.57441,-4.2683,-1.2195,0.6707,static
736,-0.72784,0.13168,9.56244,-4.2683,-1.2195,0.6707,static
737,-0.73023,0.12929,9.56962,-4.2683,-1.2195,0.6707,static
738,-0.73741,0.14126,9.56962,-4.2683,-1.1585,0.7317,static
739,-0.72065,0.14126,9.57681,-4.2683,-1.2195,0.6707,static
740,-0.71347,0.13408,9.56723,-4.3293,-1.2195,0.6707,static
741,-0.71826,0.13886,9.56484,-4.2683,-1.2195,0.7317,static
742,-0.72544,0.14365,9.57202,-4.2073,-1.1585,0.7317,static
743,-0.71826,0.13886,9.57202,-4.2683,-1.2195,0.6707,static
744,-0.71587,0.13886,9.56244,-4.2683,-1.2195,0.6707,static
745,-0.72544,0.13408,9.57441,-4.2073,-1.1585,0.7317,static
746,-0.72784,0.12929,9.57681,-4.2683,-1.1585,0.6707,static
747,-0.71587,0.13168,9.56005,-4.2683,-1.2195,0.6098,static
748,-0.72544,0.14126,9.56244,-4.2073,-1.2195,0.6707,static
749,-0.72784,0.14365,9.57920,-4.2073,-1.1585,0.7317,static
750,-0.72305,0.14126,9.58399,-4.2683,-1.2195,0.6707,static
751,-0.71108,0.14126,9.58160,-4.3293,-1.2805,0.6098,static
752,-0.71587,0.13886,9.57920,-4.2683,-1.2195,0.6707,static
753,-0.72305,0.14126,9.58160,-4.2073,-1.1585,0.7317,static
754,-0.72065,0.15083,9.58160,-4.2683,-1.2195,0.6707,static
755,-0.71587,0.15083,9.57920,-4.2683,-1.2805,0.6707,static
756,-0.71826,0.14605,9.57441,-4.2683,-1.2195,0.7317,static
757,-0.72065,0.14126,9.56962,-4.2683,-1.2195,0.7317,static
758,-0.72544,0.14126,9.56005,-4.2683,-1.2195,0.6707,static
759,-0.72544,0.12929,9.57202,-4.2683,-1.2195,0.6707,static
760,-0.72065,0.13647,9.59596,-4.2683,-1.2195,0.7317,static
761,-0.72305,0.13886,9.59357,-4.2683,-1.2195,0.7317,static
762,-0.72544,0.13647,9.58878,-4.2683,-1.2195,0.6707,static
763,-0.73023,0.14844,9.58878,-4.2073,-1.2195,0.6707,static
764,-0.73023,0.14365,9.58638,-4.2073,-1.2195,0.6707,static
765,-0.71826,0.14365,9.58399,-4.2683,-1.2195,0.6707,static
766,-0.71587,0.14605,9.57441,-4.2683,-1.2195,0.6707,static
767,-0.72065,0.14365,9.56962,-4.2683,-1.2195,0.7317,static
768,-0.72544,0.14126,9.57202,-4.2683,-1.2195,0.7317,static
769,-0.72065,0.14605,9.56244,-4.2683,-1.2195,0.6707,static
770,-0.72065,0.14365,9.58160,-4.2683,-1.2195,0.6707,static
771,-0.71826,0.15083,9.57681,-4.2683,-1.2195,0.6707,static
772,-0.71826,0.13886,9.58638,-4.2683,-1.2195,0.6707,static
773,-0.71587,0.14365,9.57920,-4.2683,-1.2195,0.6098,static
774,-0.71826,0.13168,9.57202,-4.2683,-1.2195,0.6707,static
775,-0.72305,0.13647,9.57681,-4.2683,-1.1585,0.6707,static
776,-0.72305,0.13886,9.58399,-4.2683,-1.2195,0.6707,static
777,-0.72784,0.14365,9.57441,-4.2683,-1.2195,0.6707,static
778,-0.72065,0.14365,9.59117,-4.2683,-1.2195,0.6707,static
779,-0.72544,0.14844,9.57920,-4.2073,-1.2195,0.6707,static
780,-0.72065,0.12689,9.57441,-4.2683,-1.2195,0.6707,static
781,-0.72544,0.13647,9.57681,-4.2683,-1.2195,0.6707,static
782,-0.72305,0.14365,9.57441,-4.2683,-1.1585,0.7317,static
783,-0.72065,0.14126,9.57202,-4.2683,-1.1585,0.6707,static
784,-0.71587,0.14365,9.57202,-4.2683,-1.2195,0.6707,static
785,-0.72065,0.15323,9.57441,-4.2073,-1.2195,0.6707,static
786,-0.72544,0.14605,9.58638,-4.2073,-1.2195,0.7317,static
787,-0.71826,0.14126,9.58638,-4.2683,-1.2195,0.6707,static
788,-0.72305,0.14126,9.57681,-4.2683,-1.2195,0.6707,static
789,-0.71587,0.15323,9.58160,-4.2683,-1.2195,0.7317,static
790,-0.71108,0.14605,9.57681,-4.2683,-1.2195,0.6707,static
791,-0.70390,0.14126,9.56962,-4.2683,-1.2195,0.6707,static
792,-0.70629,0.14365,9.57441,-4.2073,-1.2195,0.7317,static
793,-0.72065,0.14365,9.57920,-4.2073,-1.2195,0.7317,static
794,-0.71826,0.14365,9.56723,-4.2683,-1.2195,0.6707,static
795,-0.71347,0.14126,9.56484,-4.3293,-1.2805,0.6098,static
796,-0.72305,0.14365,9.56484,-4.2683,-1.2195,0.6707,static
797,-0.73023,0.14844,9.57441,-4.2683,-1.2195,0.7317,static
798,-0.72065,0.13647,9.57681,-4.2683,-1.2195,0.6707,static
799,-0.72065,0.14365,9.56723,-4.2683,-1.2195,0.6098,static
800,-0.72544,0.14605,9.57441,-4.2073,-1.2195,0.7317,static
801,-0.72065,0.14126,9.57920,-4.3293,-1.2195,0.6707,static
802,-0.72065,0.13408,9.56484,-4.3293,-1.2195,0.6707,static
803,-0.72784,0.14126,9.56484,-4.2073,-1.2195,0.6707,static
804,-0.72544,0.13647,9.57441,-4.2683,-1.1585,0.7317,static
805,-0.72065,0.14126,9.56244,-4.3293,-1.2195,0.6098,static
806,-0.72544,0.14844,9.55526,-4.2683,-1.2195,0.6098,static
807,-0.73023,0.13886,9.56962,-4.2073,-1.1585,0.7317,static
808,-0.73502,0.15083,9.57202,-4.2683,-1.1585,0.6707,static
809,-0.72784,0.14365,9.56484,-4.2683,-1.2195,0.6707,static
810,-0.72784,0.14365,9.57441,-4.2683,-1.1585,0.6707,static
811,-0.73023,0.14126,9.57202,-4.2683,-1.1585,0.6707,static
812,-0.72784,0.14605,9.57681,-4.3293,-1.2195,0.6098,static
813,-0.72544,0.14126,9.57202,-4.3293,-1.2195,0.6098,static
814,-0.73981,0.13886,9.57441,-4.2683,-1.2195,0.6707,static
815,-0.72784,0.13886,9.57920,-4.2683,-1.1585,0.6707,static
816,-0.71587,0.13408,9.56962,-4.3293,-1.2195,0.6098,static
817,-0.72305,0.14126,9.56484,-4.2683,-1.2195,0.6707,static
818,-0.73023,0.13886,9.58160,-4.2073,-1.1585,0.7927,static
819,-0.72065,0.13168,9.57920,-4.2683,-1.2195,0.6707,static
820,-0.71587,0.12929,9.55765,-4.2683,-1.2805,0.6098,static
821,-0.71826,0.12929,9.56244,-4.2073,-1.1585,0.7317,static
822,-0.72784,0.13647,9.58160,-4.2683,-1.1585,0.7317,static
823,-0.71826,0.14365,9.56005,-4.3293,-1.2195,0.6707,static
824,-0.71587,0.14365,9.56005,-4.3293,-1.2195,0.6707,static
825,-0.72784,0.14126,9.58160,-4.2073,-1.1585,0.7317,static
826,-0.73023,0.14126,9.58399,-4.2073,-1.1585,0.7317,static
827,-0.72065,0.13886,9.56723,-4.3293,-1.2195,0.6098,static
828,-0.71826,0.13647,9.56244,-4.3293,-1.2805,0.6098,static
829,-0.73023,0.13647,9.56484,-4.2073,-1.1585,0.7317,static
830,-0.73263,0.13168,9.58160,-4.2683,-1.2195,0.6707,static
831,-0.71347,0.14605,9.56962,-4.2683,-1.2805,0.6098,static
832,-0.72065,0.14605,9.56962,-4.2683,-1.2195,0.6707,static
833,-0.72305,0.14605,9.58399,-4.2073,-1.2195,0.7317,static
834,-0.72065,0.14844,9.57202,-4.2683,-1.2195,0.6707,static
835,-0.72305,0.14365,9.55765,-4.3293,-1.2195,0.6098,static
836,-0.72544,0.13408,9.57441,-4.2683,-1.2195,0.6707,static
837,-0.73502,0.14126,9.56723,-4.2683,-1.2195,0.7317,static
838,-0.72784,0.13168,9.57202,-4.2683,-1.2195,0.6707,static
839,-0.71826,0.13168,9.57202,-4.2683,-1.2195,0.6707,static
840,-0.72305,0.14126,9.57441,-4.2683,-1.2195,0.6707,static
841,-0.72784,0.13886,9.57920,-4.2073,-1.2195,0.6707,static
842,-0.73023,0.14605,9.58399,-4.2683,-1.2195,0.6707,static
843,-0.72305,0.14365,9.58878,-4.2683,-1.2195,0.6707,static
844,-0.72784,0.14126,9.57202,-4.2073,-1.2195,0.6707,static
845,-0.71826,0.13647,9.57681,-4.2683,-1.2195,0.6707,static
846,-0.72065,0.13408,9.57202,-4.2683,-1.2195,0.6707,static
847,-0.72305,0.14365,9.57441,-4.2683,-1.2195,0.7317,static
848,-0.73263,0.15083,9.57681,-4.2683,-1.1585,0.7317,static
849,-0.72784,0.14605,9.57681,-4.2683,-1.2195,0.6707,static
850,-0.71826,0.14605,9.56723,-4.2683,-1.2195,0.6707,static
851,-0.71587,0.13647,9.57202,-4.2683,-1.2195,0.6707,static
852,-0.72065,0.13408,9.57202,-4.2073,-1.2195,0.7317,static
853,-0.72544,0.14365,9.56723,-4.2073,-1.2195,0.6707,static
854,-0.72065,0.14126,9.56723,-4.2683,-1.2195,0.6707,static
855,-0.71826,0.14365,9.57441,-4.2683,-1.2195,0.6707,static
856,-0.72544,0.13886,9.57920,-4.2683,-1.2195,0.6707,static
857,-0.72305,0.13168,9.58638,-4.2683,-1.2195,0.6707,static
858,-0.73741,0.14605,9.57920,-4.2073,-1.2195,0.6707,static
859,-0.73023,0.14126,9.57202,-4.2683,-1.2195,0.6707,static
860,-0.72784,0.13886,9.56484,-4.2683,-1.2195,0.6707,static
861,-0.72305,0.14126,9.56005,-4.2683,-1.2195,0.6707,static
862,-0.72544,0.13168,9.56005,-4.2683,-1.2195,0.6707,static
863,-0.71587,0.13647,9.55526,-4.2683,-1.2195,0.6707,static
864,-0.71826,0.13408,9.56244,-4.2683,-1.2195,0.6707,static
865,-0.71587,0.12929,9.56005,-4.2683,-1.1585,0.6707,static
866,-0.72784,0.13647,9.55526,-4.2683,-1.1585,0.7317,static
867,-0.73502,0.13408,9.57441,-4.2683,-1.2195,0.7317,static
868,-0.72784,0.13408,9.57681,-4.2683,-1.2195,0.6707,static
869,-0.73023,0.14126,9.57202,-4.2073,-1.2195,0.6707,static
870,-0.72544,0.14126,9.56723,-4.2683,-1.1585,0.6707,static
871,-0.72305,0.13647,9.57441,-4.2683,-1.2195,0.6707,static
872,-0.72305,0.13647,9.56962,-4.2683,-1.2195,0.6707,static
873,-0.72784,0.12929,9.56723,-4.2683,-1.1585,0.6707,static
874,-0.72784,0.13168,9.57681,-4.2683,-1.2195,0.6707,static
875,-0.72305,0.13168,9.57681,-4.2683,-1.2195,0.6707,static
876,-0.72305,0.13168,9.56723,-4.2683,-1.2195,0.6707,static
877,-0.73023,0.13886,9.58160,-4.2683,-1.2195,0.6707,static
878,-0.72544,0.13647,9.56962,-4.2683,-1.2195,0.6707,static
879,-0.71826,0.13647,9.56723,-4.2683,-1.2195,0.6707,static
880,-0.71347,0.14126,9.57202,-4.2683,-1.2195,0.6707,static
881,-0.71347,0.14365,9.57202,-4.2683,-1.2195,0.6707,static
882,-0.71108,0.14605,9.57681,-4.2683,-1.2195,0.6707,static
883,-0.72065,0.14605,9.57920,-4.2683,-1.2195,0.6707,static
884,-0.71826,0.13647,9.57202,-4.2683,-1.2195,0.6707,static
885,-0.72065,0.14126,9.57441,-4.2683,-1.2195,0.6707,static
886,-0.72065,0.13168,9.57681,-4.2683,-1.2195,0.6707,static
887,-0.71587,0.13886,9.57681,-4.2073,-1.2195,0.6707,static
888,-0.72305,0.13647,9.58399,-4.2683,-1.2195,0.6707,static
889,-0.73263,0.13408,9.56484,-4.2683,-1.2195,0.6707,static
890,-0.73263,0.13647,9.56962,-4.2683,-1.2195,0.6707,static
891,-0.73981,0.13647,9.57920,-4.2683,-1.1585,0.6707,static
892,-0.73981,0.14126,9.57441,-4.2683,-1.2195,0.6707,static
893,-0.72784,0.14126,9.57441,-4.2683,-1.2195,0.6707,static
894,-0.72065,0.13886,9.57920,-4.2683,-1.2195,0.6707,static
895,-0.72544,0.13408,9.56962,-4.2683,-1.2195,0.6707,static
896,-0.72065,0.14126,9.56962,-4.2683,-1.2195,0.6707,static
897,-0.71347,0.14365,9.57441,-4.2683,-1.2195,0.6707,static
898,-0.72065,0.13886,9.57441,-4.2683,-1.2195,0.6707,static
899,-0.72065,0.14365,9.57681,-4.2683,-1.2195,0.6707,static
900,-0.73023,0.15083,9.58878,-4.2683,-1.2195,0.6707,static
