I2C scan: ['0x68']
MPU6050 OK @ 0x68, +/-8g, +/-2000dps, 50Hz
# Ready.
# Commands: test(), collect('<label>', seconds)
MicroPython v1.24.1 on 2024-11-29; Generic ESP32S3 module with ESP32S3
Type "help()" for more information.
>>> ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x8 (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce3820,len:0x105c
load:0x403c9700,len:0x4
load:0x403c9704,len:0xbd8
load:0x403cc700,len:0x2e34
entry 0x403c989c
[0;31mE (289) quad_psram: PSRAM ID read error: 0x00ffffff, PSRAM chip not found or not supported, or wrong PSRAM line mode[0m
[0;31mE (289) esp_psram: PSRAM enabled but initialization failed. Bailing out.[0m
I2C scan: ['0x68']
MPU6050 OK @ 0x68, +/-8g, +/-2000dps, 50Hz
# Ready.
# Commands: test(), collect('<label>', seconds)
MicroPython v1.24.1 on 2024-11-29; Generic ESP32S3 module with ESP32S3
Type "help()" for more information.
>>>
collect('+Z_down', 5)
# COLLECT +Z_down 5s 250samples
# sample,ax,ay,az,gx,gy,gz,label
10362,-0.73263,0.12450,9.56244,-4.2073,-1.0976,0.6707,static
10363,-0.72784,0.13168,9.55287,-4.1463,-1.0976,0.6707,static
10364,-0.73263,0.12689,9.55765,-4.2073,-1.0976,0.6707,static
10365,-0.72784,0.12450,9.55287,-4.1463,-1.0976,0.6707,static
10366,-0.73023,0.12689,9.56962,-4.1463,-1.1585,0.6707,static
10367,-0.73741,0.12929,9.56484,-4.1463,-1.1585,0.6707,static
10368,-0.73502,0.12929,9.56723,-4.1463,-1.0976,0.6707,static
10369,-0.72544,0.12210,9.56244,-4.2073,-1.1585,0.6707,static
10370,-0.72065,0.13168,9.55047,-4.1463,-1.1585,0.6707,static
10371,-0.72544,0.12210,9.56005,-4.0854,-1.0976,0.6707,static
10372,-0.71826,0.11971,9.56962,-4.1463,-1.0976,0.6707,static
10373,-0.72065,0.12929,9.56723,-4.2073,-1.1585,0.6707,static
10374,-0.73263,0.12929,9.54808,-4.1463,-1.1585,0.6707,static
10375,-0.74220,0.12929,9.56484,-4.1463,-1.0976,0.7317,static
10376,-0.73502,0.13647,9.56723,-4.2073,-1.1585,0.6707,static
10377,-0.72544,0.13647,9.56244,-4.2073,-1.1585,0.6098,static
10378,-0.72544,0.13168,9.57202,-4.1463,-1.0976,0.6707,static
10379,-0.73023,0.13408,9.57681,-4.1463,-1.0976,0.6707,static
10380,-0.72544,0.13408,9.56723,-4.1463,-1.1585,0.6707,static
10381,-0.72305,0.12689,9.56723,-4.1463,-1.0976,0.6707,static
10382,-0.72544,0.12689,9.56723,-4.1463,-1.0976,0.6707,static
10383,-0.72544,0.12689,9.56244,-4.1463,-1.1585,0.6707,static
10384,-0.73502,0.12929,9.56484,-4.1463,-1.0976,0.6707,static
10385,-0.73741,0.12450,9.56244,-4.1463,-1.1585,0.6707,static
10386,-0.73741,0.12450,9.56244,-4.1463,-1.1585,0.6707,static
10387,-0.73741,0.11253,9.57202,-4.1463,-1.0976,0.6707,static
10388,-0.73981,0.11253,9.57441,-4.1463,-1.1585,0.6707,static
10389,-0.73023,0.11253,9.56962,-4.2073,-1.1585,0.6098,static
10390,-0.72784,0.10774,9.55526,-4.2073,-1.1585,0.6707,static
10391,-0.72784,0.12450,9.57441,-4.1463,-1.1585,0.6707,static
10392,-0.73263,0.12450,9.56005,-4.1463,-1.1585,0.6707,static
10393,-0.72544,0.12210,9.56484,-4.2073,-1.1585,0.6707,static
10394,-0.72544,0.12929,9.56005,-4.1463,-1.1585,0.6707,static
10395,-0.73263,0.11492,9.56005,-4.2073,-1.0976,0.6707,static
10396,-0.73502,0.14126,9.56484,-4.0854,-1.0976,0.7317,static
10397,-0.73263,0.12689,9.56244,-4.1463,-1.1585,0.6707,static
10398,-0.72305,0.11971,9.55047,-4.2073,-1.1585,0.6098,static
10399,-0.73741,0.12450,9.55287,-4.1463,-1.0976,0.7317,static
10400,-0.73502,0.11971,9.57681,-4.2073,-1.0976,0.6707,static
10401,-0.73502,0.11732,9.55047,-4.2073,-1.1585,0.6098,static
10402,-0.74460,0.12929,9.55765,-4.1463,-1.1585,0.6707,static
10403,-0.73741,0.11732,9.57441,-4.1463,-1.0976,0.6707,static
10404,-0.74220,0.12210,9.55765,-4.1463,-1.0976,0.6707,static
10405,-0.73502,0.12210,9.54808,-4.1463,-1.1585,0.6707,static
10406,-0.72305,0.11732,9.56005,-4.2073,-1.0976,0.6707,static
10407,-0.73741,0.12929,9.55047,-4.1463,-1.1585,0.6707,static
10408,-0.73023,0.12929,9.56484,-4.2073,-1.1585,0.6707,static
10409,-0.73502,0.12689,9.56244,-4.2073,-1.0976,0.6707,static
10410,-0.73263,0.12929,9.55287,-4.1463,-1.0976,0.6707,static
10411,-0.73741,0.12210,9.54568,-4.1463,-1.0976,0.6707,static
10412,-0.73502,0.11971,9.55526,-4.1463,-1.1585,0.6707,static
10413,-0.73502,0.12210,9.54808,-4.1463,-1.1585,0.6707,static
10414,-0.73502,0.12450,9.56484,-4.1463,-1.0976,0.6707,static
10415,-0.72784,0.12450,9.56244,-4.1463,-1.0976,0.6707,static
10416,-0.72784,0.11971,9.55287,-4.1463,-1.0976,0.6098,static
10417,-0.72305,0.11732,9.55287,-4.1463,-1.0976,0.6707,static
10418,-0.72784,0.12210,9.54808,-4.1463,-1.0976,0.6707,static
10419,-0.73023,0.12210,9.55287,-4.1463,-1.0976,0.6707,static
10420,-0.72544,0.12689,9.55526,-4.2073,-1.0976,0.6098,static
10421,-0.72305,0.11253,9.56005,-4.1463,-1.0976,0.6707,static
10422,-0.73023,0.11971,9.55047,-4.1463,-1.0976,0.6707,static
10423,-0.73263,0.13168,9.55526,-4.1463,-1.0976,0.6707,static
10424,-0.73023,0.11971,9.56484,-4.1463,-1.1585,0.6098,static
10425,-0.72784,0.12929,9.56484,-4.1463,-1.0976,0.6707,static
10426,-0.73023,0.12929,9.57441,-4.1463,-1.0976,0.6707,static
10427,-0.72544,0.12689,9.56244,-4.1463,-1.1585,0.6707,static
10428,-0.73741,0.12689,9.56962,-4.1463,-1.0976,0.6707,static
10429,-0.73263,0.12210,9.56244,-4.1463,-1.0976,0.6707,static
10430,-0.72305,0.11492,9.55765,-4.1463,-1.1585,0.6098,static
10431,-0.73023,0.12210,9.55287,-4.1463,-1.1585,0.6707,static
10432,-0.72305,0.11971,9.56484,-4.1463,-1.0976,0.6707,static
10433,-0.73263,0.12689,9.55047,-4.1463,-1.1585,0.6098,static
10434,-0.73502,0.12450,9.56005,-4.1463,-1.1585,0.6707,static
10435,-0.72784,0.11732,9.56723,-4.1463,-1.0976,0.6707,static
10436,-0.73502,0.13168,9.55765,-4.1463,-1.1585,0.6707,static
10437,-0.73502,0.13168,9.55287,-4.1463,-1.1585,0.6707,static
10438,-0.73263,0.13168,9.56484,-4.1463,-1.0976,0.6707,static
10439,-0.73263,0.12450,9.56484,-4.1463,-1.0976,0.6707,static
10440,-0.74220,0.12689,9.56723,-4.1463,-1.0976,0.6707,static
10441,-0.73741,0.13168,9.56962,-4.1463,-1.0976,0.6707,static
10442,-0.73502,0.13408,9.57681,-4.1463,-1.0976,0.6707,static
10443,-0.72544,0.13168,9.56723,-4.1463,-1.0976,0.6707,static
10444,-0.73502,0.13408,9.56244,-4.1463,-1.1585,0.6707,static
10445,-0.73023,0.13408,9.55287,-4.1463,-1.1585,0.6707,static
10446,-0.72544,0.13408,9.55526,-4.1463,-1.1585,0.6707,static
10447,-0.71826,0.12689,9.54568,-4.1463,-1.1585,0.6707,static
10448,-0.72065,0.12450,9.55047,-4.1463,-1.1585,0.6707,static
10449,-0.73023,0.11253,9.56244,-4.1463,-1.1585,0.6707,static
10450,-0.73023,0.13168,9.54808,-4.1463,-1.1585,0.6707,static
10451,-0.73741,0.11732,9.56484,-4.1463,-1.0976,0.6707,static
10452,-0.73263,0.12450,9.54808,-4.1463,-1.0976,0.6707,static
10453,-0.73023,0.11732,9.55526,-4.1463,-1.1585,0.6707,static
10454,-0.73023,0.12450,9.55287,-4.1463,-1.1585,0.6707,static
10455,-0.73502,0.12210,9.56005,-4.1463,-1.0976,0.6707,static
10456,-0.73023,0.12450,9.56484,-4.1463,-1.0976,0.6707,static
10457,-0.73263,0.12929,9.55287,-4.1463,-1.1585,0.6098,static
10458,-0.73263,0.11492,9.56484,-4.1463,-1.0976,0.6707,static
10459,-0.73502,0.11971,9.56005,-4.1463,-1.1585,0.6707,static
10460,-0.73263,0.11492,9.55287,-4.1463,-1.1585,0.6707,static
10461,-0.73263,0.12210,9.55287,-4.1463,-1.1585,0.6707,static
10462,-0.73981,0.11971,9.56005,-4.1463,-1.1585,0.6707,static
10463,-0.73502,0.12450,9.56005,-4.1463,-1.1585,0.6098,static
10464,-0.72784,0.13886,9.54329,-4.1463,-1.1585,0.6707,static
10465,-0.72784,0.12450,9.56005,-4.1463,-1.0976,0.6707,static
10466,-0.73023,0.13408,9.56723,-4.1463,-1.1585,0.6707,static
10467,-0.73263,0.13647,9.56244,-4.1463,-1.0976,0.6707,static
10468,-0.72784,0.12689,9.55047,-4.2073,-1.0976,0.6707,static
10469,-0.73023,0.11253,9.54568,-4.1463,-1.1585,0.6707,static
10470,-0.72544,0.11732,9.55047,-4.2073,-1.0976,0.6707,static
10471,-0.72305,0.11732,9.55287,-4.1463,-1.0976,0.6707,static
10472,-0.73741,0.12210,9.55287,-4.1463,-1.0976,0.6707,static
10473,-0.72784,0.12450,9.56484,-4.1463,-1.1585,0.6707,static
10474,-0.73741,0.12689,9.55287,-4.1463,-1.1585,0.6707,static
10475,-0.73502,0.13647,9.55765,-4.1463,-1.1585,0.6707,static
10476,-0.73981,0.12450,9.55526,-4.1463,-1.1585,0.6707,static
10477,-0.73741,0.12929,9.54329,-4.1463,-1.1585,0.6707,static
10478,-0.72784,0.13168,9.56005,-4.2073,-1.1585,0.6707,static
10479,-0.73023,0.12450,9.56484,-4.1463,-1.0976,0.6707,static
10480,-0.72784,0.11971,9.57202,-4.1463,-1.0976,0.6707,static
10481,-0.73263,0.11971,9.56244,-4.1463,-1.0976,0.6707,static
10482,-0.73741,0.11971,9.56723,-4.1463,-1.1585,0.6707,static
10483,-0.73502,0.12929,9.55287,-4.1463,-1.0976,0.6707,static
10484,-0.73981,0.12689,9.55765,-4.2073,-1.0976,0.6707,static
10485,-0.74220,0.12689,9.55765,-4.1463,-1.0976,0.6707,static
10486,-0.73502,0.12210,9.56005,-4.1463,-1.0976,0.6707,static
10487,-0.73263,0.11732,9.56244,-4.1463,-1.0976,0.6707,static
10488,-0.73023,0.11971,9.56005,-4.1463,-1.1585,0.6707,static
10489,-0.73023,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
10490,-0.73263,0.12450,9.55047,-4.1463,-1.1585,0.7317,static
10491,-0.74460,0.11492,9.55047,-4.1463,-1.1585,0.6707,static
10492,-0.73981,0.12450,9.55765,-4.1463,-1.1585,0.6707,static
10493,-0.74220,0.12929,9.55526,-4.1463,-1.1585,0.6707,static
10494,-0.73502,0.12689,9.55765,-4.1463,-1.0976,0.6707,static
10495,-0.73981,0.12210,9.55287,-4.1463,-1.0976,0.6707,static
10496,-0.73981,0.12689,9.55765,-4.1463,-1.0976,0.6707,static
10497,-0.73502,0.11971,9.56005,-4.1463,-1.0976,0.6707,static
10498,-0.73263,0.12689,9.54808,-4.1463,-1.1585,0.6098,static
10499,-0.73263,0.13168,9.56244,-4.1463,-1.1585,0.6707,static
10500,-0.73023,0.12689,9.57441,-4.1463,-1.1585,0.6707,static
10501,-0.73263,0.13168,9.56244,-4.1463,-1.1585,0.6707,static
10502,-0.74460,0.12929,9.55287,-4.2073,-1.1585,0.6707,static
10503,-0.73502,0.12689,9.56005,-4.2073,-1.0976,0.6707,static
10504,-0.73741,0.12929,9.56005,-4.1463,-1.0976,0.6707,static
10505,-0.72544,0.13168,9.56484,-4.1463,-1.1585,0.6707,static
10506,-0.72305,0.13647,9.55287,-4.1463,-1.1585,0.6707,static
10507,-0.73263,0.13408,9.55526,-4.1463,-1.1585,0.6707,static
10508,-0.73023,0.13886,9.56244,-4.1463,-1.1585,0.6707,static
10509,-0.72784,0.12929,9.56723,-4.1463,-1.1585,0.6707,static
10510,-0.73741,0.12450,9.57202,-4.1463,-1.1585,0.6707,static
10511,-0.73741,0.12450,9.56723,-4.1463,-1.1585,0.6707,static
10512,-0.73741,0.12689,9.56484,-4.1463,-1.0976,0.6707,static
10513,-0.73263,0.12210,9.56005,-4.1463,-1.0976,0.6707,static
10514,-0.74220,0.12689,9.54808,-4.1463,-1.1585,0.6707,static
10515,-0.73981,0.13168,9.55526,-4.1463,-1.0976,0.6707,static
10516,-0.73741,0.12689,9.56005,-4.1463,-1.0976,0.6707,static
10517,-0.72544,0.13408,9.56244,-4.2073,-1.0976,0.6098,static
10518,-0.73263,0.12689,9.55287,-4.1463,-1.0976,0.6707,static
10519,-0.72544,0.11971,9.56005,-4.1463,-1.0976,0.6707,static
10520,-0.72305,0.11971,9.56244,-4.1463,-1.0976,0.6707,static
10521,-0.73023,0.12929,9.54568,-4.1463,-1.0976,0.6707,static
10522,-0.73263,0.13168,9.56244,-4.1463,-1.0976,0.6707,static
10523,-0.73502,0.11971,9.56244,-4.1463,-1.0976,0.6707,static
10524,-0.73263,0.12929,9.55287,-4.1463,-1.1585,0.6707,static
10525,-0.72544,0.12450,9.54808,-4.1463,-1.1585,0.6707,static
10526,-0.73502,0.12929,9.55287,-4.1463,-1.0976,0.6707,static
10527,-0.73502,0.12689,9.56005,-4.1463,-1.0976,0.6707,static
10528,-0.73981,0.12929,9.55287,-4.1463,-1.0976,0.6707,static
10529,-0.73502,0.12689,9.54808,-4.1463,-1.0976,0.6707,static
10530,-0.73502,0.11492,9.56005,-4.1463,-1.1585,0.6707,static
10531,-0.73502,0.12210,9.56244,-4.1463,-1.1585,0.6707,static
10532,-0.73981,0.11013,9.56484,-4.1463,-1.1585,0.6707,static
10533,-0.73981,0.11971,9.56484,-4.1463,-1.1585,0.6707,static
10534,-0.73981,0.12210,9.56723,-4.1463,-1.1585,0.6707,static
10535,-0.73502,0.12210,9.57202,-4.1463,-1.0976,0.6707,static
10536,-0.73741,0.12210,9.56484,-4.1463,-1.0976,0.6707,static
10537,-0.73263,0.11732,9.55526,-4.1463,-1.0976,0.6707,static
10538,-0.72065,0.11732,9.55526,-4.1463,-1.0976,0.6707,static
10539,-0.73023,0.12689,9.54568,-4.1463,-1.1585,0.6707,static
10540,-0.73023,0.13168,9.54329,-4.1463,-1.1585,0.6707,static
10541,-0.72544,0.11971,9.54808,-4.1463,-1.0976,0.6707,static
10542,-0.72065,0.12689,9.56005,-4.1463,-1.0976,0.6707,static
10543,-0.72065,0.11732,9.55287,-4.2073,-1.0976,0.6707,static
10544,-0.72305,0.12450,9.55765,-4.1463,-1.0976,0.6707,static
10545,-0.73263,0.12210,9.56005,-4.1463,-1.0976,0.6707,static
10546,-0.72544,0.11253,9.56244,-4.2073,-1.0976,0.6707,static
10547,-0.73981,0.12450,9.55047,-4.1463,-1.1585,0.6707,static
10548,-0.73741,0.12689,9.55765,-4.1463,-1.0976,0.6707,static
10549,-0.72544,0.11971,9.55526,-4.2073,-1.1585,0.6707,static
10550,-0.73502,0.12450,9.55047,-4.1463,-1.1585,0.6707,static
10551,-0.72784,0.12689,9.55287,-4.1463,-1.0976,0.6707,static
10552,-0.72784,0.12929,9.55287,-4.2073,-1.1585,0.6707,static
10553,-0.72784,0.13647,9.55526,-4.1463,-1.1585,0.6707,static
10554,-0.72544,0.12689,9.55526,-4.2073,-1.1585,0.6707,static
10555,-0.73502,0.13168,9.55047,-4.1463,-1.1585,0.6707,static
10556,-0.72065,0.12689,9.55526,-4.1463,-1.1585,0.6707,static
10557,-0.73023,0.12210,9.56005,-4.1463,-1.1585,0.6707,static
10558,-0.72544,0.12929,9.56723,-4.1463,-1.1585,0.6707,static
10559,-0.72065,0.12450,9.56005,-4.1463,-1.1585,0.6707,static
10560,-0.72784,0.12210,9.55287,-4.1463,-1.1585,0.6707,static
10561,-0.72784,0.12210,9.54329,-4.1463,-1.1585,0.6707,static
10562,-0.73263,0.11971,9.55287,-4.1463,-1.1585,0.6707,static
10563,-0.73741,0.11492,9.55047,-4.1463,-1.1585,0.6707,static
10564,-0.73741,0.11732,9.55047,-4.1463,-1.1585,0.6707,static
10565,-0.74220,0.12210,9.55765,-4.1463,-1.1585,0.6707,static
10566,-0.73741,0.11971,9.55526,-4.1463,-1.1585,0.6707,static
10567,-0.73741,0.12929,9.55287,-4.1463,-1.1585,0.6707,static
10568,-0.72305,0.12689,9.54808,-4.1463,-1.1585,0.6707,static
10569,-0.72065,0.12689,9.55287,-4.1463,-1.1585,0.6707,static
10570,-0.72784,0.11492,9.56244,-4.2073,-1.1585,0.6707,static
10571,-0.72784,0.11013,9.55047,-4.1463,-1.1585,0.6707,static
10572,-0.72544,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
10573,-0.72305,0.12210,9.56244,-4.1463,-1.1585,0.6707,static
10574,-0.72544,0.12689,9.56005,-4.1463,-1.1585,0.6707,static
10575,-0.72784,0.12689,9.56484,-4.1463,-1.0976,0.6707,static
10576,-0.72784,0.12689,9.55287,-4.1463,-1.0976,0.6707,static
10577,-0.73023,0.12689,9.55287,-4.1463,-1.0976,0.6707,static
10578,-0.73023,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
10579,-0.72544,0.13408,9.56244,-4.1463,-1.1585,0.6707,static
10580,-0.72544,0.13168,9.56244,-4.1463,-1.1585,0.6707,static
10581,-0.72784,0.12929,9.56723,-4.1463,-1.1585,0.6707,static
10582,-0.73263,0.11971,9.56962,-4.1463,-1.0976,0.6707,static
10583,-0.73263,0.11971,9.56723,-4.1463,-1.1585,0.6707,static
10584,-0.73981,0.12450,9.56005,-4.1463,-1.0976,0.6098,static
10585,-0.74460,0.11971,9.55526,-4.1463,-1.0976,0.6707,static
10586,-0.73502,0.12929,9.56484,-4.1463,-1.0976,0.6707,static
10587,-0.72784,0.12450,9.56005,-4.1463,-1.0976,0.6098,static
10588,-0.72784,0.13168,9.55047,-4.1463,-1.1585,0.6098,static
10589,-0.73263,0.13168,9.55526,-4.1463,-1.0976,0.6707,static
10590,-0.72305,0.12929,9.57681,-4.1463,-1.0976,0.6707,static
10591,-0.72305,0.12689,9.56244,-4.2073,-1.1585,0.6707,static
10592,-0.72305,0.12450,9.55765,-4.1463,-1.0976,0.6707,static
10593,-0.72784,0.12450,9.56005,-4.1463,-1.0976,0.7317,static
10594,-0.73023,0.13168,9.54329,-4.1463,-1.0976,0.6707,static
10595,-0.72065,0.12450,9.55287,-4.1463,-1.0976,0.6707,static
10596,-0.72544,0.12929,9.55047,-4.1463,-1.0976,0.6707,static
10597,-0.73741,0.12689,9.54808,-4.1463,-1.0976,0.6707,static
10598,-0.73741,0.12450,9.54568,-4.1463,-1.1585,0.6707,static
10599,-0.73263,0.12450,9.55287,-4.1463,-1.1585,0.6707,static
10600,-0.73263,0.12210,9.54808,-4.1463,-1.1585,0.6707,static
10601,-0.73263,0.12450,9.55287,-4.1463,-1.0976,0.6707,static
10602,-0.72544,0.12929,9.55765,-4.1463,-1.0976,0.6707,static
10603,-0.72305,0.12210,9.56962,-4.1463,-1.1585,0.6098,static
10604,-0.72305,0.12210,9.56244,-4.1463,-1.0976,0.6707,static
10605,-0.72305,0.12210,9.56962,-4.1463,-1.0976,0.6707,static
10606,-0.72305,0.11971,9.55526,-4.1463,-1.1585,0.6707,static
10607,-0.72065,0.12210,9.56723,-4.1463,-1.1585,0.6707,static
10608,-0.72305,0.12929,9.57681,-4.1463,-1.0976,0.6707,static
10609,-0.73502,0.12929,9.55765,-4.1463,-1.1585,0.6707,static
10610,-0.72305,0.13168,9.55047,-4.2073,-1.1585,0.6707,static
10611,-0.73023,0.13408,9.56244,-4.1463,-1.1585,0.6707,static
10612,-0.74220,0.14126,9.56244,-4.1463,-1.1585,0.6707,static
10613,-0.73502,0.12929,9.56005,-4.2073,-1.1585,0.6098,static
10614,-0.74460,0.11492,9.55047,-4.1463,-1.1585,0.6707,static
10615,-0.75417,0.14605,9.55526,-4.0854,-1.0976,0.7317,static
10616,-0.72544,0.10534,9.57441,-4.2073,-1.1585,0.6098,static
10617,-0.74220,0.13886,9.54089,-4.1463,-1.1585,0.6707,static
10618,-0.74939,0.14365,9.55765,-4.0854,-1.0976,0.7317,static
10619,-0.71826,0.10295,9.56723,-4.2683,-1.1585,0.6098,static
10620,-0.73981,0.14365,9.53850,-4.0854,-1.2195,0.6707,static
10621,-0.72784,0.12929,9.56484,-4.1463,-1.0976,0.7317,static
10622,-0.72544,0.12450,9.56723,-4.2073,-1.0976,0.6098,static
10623,-0.74220,0.13408,9.53132,-4.0854,-1.2195,0.6707,static
10624,-0.72544,0.12450,9.56005,-4.2073,-1.0976,0.6707,static
10625,-0.72544,0.12210,9.56244,-4.1463,-1.0976,0.6707,static
10626,-0.73502,0.12689,9.53371,-4.1463,-1.1585,0.6098,static
10627,-0.72544,0.11971,9.55526,-4.2073,-1.1585,0.6098,static
10628,-0.74220,0.14126,9.56723,-4.0854,-1.0976,0.6707,static
10629,-0.73741,0.13168,9.56723,-4.1463,-1.1585,0.6707,static
10630,-0.73023,0.12450,9.56723,-4.2073,-1.1585,0.6098,static
10631,-0.72784,0.13886,9.55526,-4.0854,-1.1585,0.6707,static
10632,-0.73502,0.13647,9.56723,-4.1463,-1.0976,0.6707,static
10633,-0.73981,0.13168,9.56244,-4.2073,-1.1585,0.6098,static
10634,-0.73502,0.12929,9.55047,-4.1463,-1.1585,0.6707,static
10635,-0.72784,0.11732,9.56244,-4.1463,-1.0976,0.6707,static
10636,-0.72784,0.12450,9.56244,-4.1463,-1.0976,0.6707,static
10637,-0.72784,0.13168,9.55526,-4.1463,-1.1585,0.6707,static
10638,-0.73023,0.11971,9.55287,-4.1463,-1.0976,0.6707,static
10639,-0.73981,0.12450,9.56005,-4.1463,-1.0976,0.6707,static
10640,-0.72784,0.12450,9.56244,-4.2073,-1.1585,0.6707,static
10641,-0.72305,0.13168,9.55765,-4.1463,-1.1585,0.6707,static
10642,-0.73023,0.13886,9.56005,-4.0854,-1.0976,0.7317,static
10643,-0.73023,0.12689,9.56723,-4.1463,-1.0976,0.6707,static
10644,-0.72784,0.12689,9.55287,-4.1463,-1.1585,0.6707,static
10645,-0.73023,0.12689,9.55526,-4.1463,-1.1585,0.6707,static
10646,-0.73023,0.12450,9.56484,-4.1463,-1.0976,0.6707,static
10647,-0.72544,0.12210,9.54808,-4.1463,-1.1585,0.6707,static
10648,-0.72544,0.11732,9.55287,-4.1463,-1.1585,0.6707,static
10649,-0.73023,0.11732,9.56484,-4.1463,-1.0976,0.6707,static
10650,-0.73263,0.12689,9.56962,-4.2073,-1.0976,0.6707,static
10651,-0.72784,0.12210,9.56244,-4.2073,-1.1585,0.6707,static
10652,-0.73741,0.12689,9.56484,-4.1463,-1.0976,0.7317,static
10653,-0.74220,0.12210,9.56484,-4.1463,-1.0976,0.7317,static
10654,-0.72784,0.12210,9.56244,-4.2073,-1.1585,0.6707,static
10655,-0.73502,0.12929,9.56484,-4.1463,-1.1585,0.6707,static
10656,-0.73741,0.13647,9.56005,-4.1463,-1.0976,0.6707,static
10657,-0.73263,0.12929,9.55765,-4.2073,-1.1585,0.6707,static
10658,-0.73023,0.13408,9.55765,-4.1463,-1.1585,0.6707,static
10659,-0.73981,0.13408,9.55287,-4.1463,-1.0976,0.6707,static
10660,-0.72784,0.13886,9.54568,-4.1463,-1.0976,0.6707,static
10661,-0.73023,0.13408,9.55047,-4.1463,-1.1585,0.6707,static
10662,-0.72784,0.13886,9.55765,-4.1463,-1.0976,0.6707,static
10663,-0.73023,0.13168,9.55287,-4.1463,-1.1585,0.6707,static
10664,-0.72784,0.11971,9.55287,-4.1463,-1.1585,0.6707,static
10665,-0.73263,0.13168,9.55526,-4.1463,-1.0976,0.6707,static
10666,-0.73981,0.12210,9.56005,-4.1463,-1.1585,0.6707,static
10667,-0.73023,0.12450,9.56005,-4.1463,-1.1585,0.6707,static
10668,-0.73023,0.13168,9.54808,-4.1463,-1.1585,0.6707,static
10669,-0.73263,0.12210,9.55047,-4.1463,-1.1585,0.6707,static
10670,-0.73263,0.12689,9.54089,-4.1463,-1.0976,0.6707,static
10671,-0.73023,0.12210,9.55047,-4.1463,-1.0976,0.6707,static
10672,-0.72784,0.12689,9.54568,-4.1463,-1.0976,0.6707,static
10673,-0.73502,0.12450,9.54089,-4.1463,-1.0976,0.6707,static
10674,-0.72544,0.12689,9.54808,-4.1463,-1.0976,0.6707,static
10675,-0.72305,0.11971,9.54808,-4.1463,-1.1585,0.6707,static
10676,-0.72544,0.12210,9.54568,-4.1463,-1.1585,0.6707,static
10677,-0.72065,0.11732,9.56005,-4.1463,-1.1585,0.6707,static
10678,-0.73502,0.11492,9.55526,-4.1463,-1.0976,0.6707,static
10679,-0.73023,0.12689,9.55765,-4.1463,-1.0976,0.6707,static
10680,-0.73263,0.11492,9.56723,-4.1463,-1.0976,0.6707,static
10681,-0.73502,0.12689,9.57681,-4.1463,-1.0976,0.6707,static
10682,-0.73023,0.12210,9.57441,-4.1463,-1.0976,0.6707,static
10683,-0.73263,0.12450,9.56244,-4.1463,-1.1585,0.6707,static
10684,-0.73502,0.12689,9.55526,-4.1463,-1.1585,0.6707,static
10685,-0.73023,0.11253,9.56005,-4.1463,-1.0976,0.6707,static
10686,-0.73263,0.12689,9.55765,-4.2073,-1.0976,0.6707,static
10687,-0.72544,0.12450,9.56244,-4.1463,-1.1585,0.6707,static
10688,-0.72544,0.11732,9.56005,-4.1463,-1.1585,0.6707,static
10689,-0.73741,0.12450,9.56244,-4.0854,-1.0976,0.6707,static
10690,-0.73502,0.12929,9.57681,-4.1463,-1.0976,0.6707,static
10691,-0.73263,0.11253,9.56005,-4.2073,-1.1585,0.6098,static
10692,-0.73981,0.11492,9.55765,-4.1463,-1.1585,0.6707,static
10693,-0.73741,0.12210,9.56723,-4.0854,-1.0976,0.7317,static
10694,-0.72784,0.11971,9.54808,-4.1463,-1.0976,0.6098,static
10695,-0.72784,0.12689,9.55287,-4.1463,-1.1585,0.6707,static
10696,-0.73981,0.11732,9.56484,-4.1463,-1.0976,0.7317,static
10697,-0.73741,0.11971,9.57441,-4.1463,-1.0976,0.6707,static
10698,-0.73263,0.12210,9.56005,-4.1463,-1.1585,0.6707,static
10699,-0.73023,0.11732,9.56005,-4.1463,-1.0976,0.6707,static
10700,-0.73502,0.11492,9.56962,-4.1463,-1.0976,0.6707,static
10701,-0.72784,0.12210,9.56484,-4.1463,-1.1585,0.6707,static
10702,-0.72305,0.12450,9.55287,-4.2073,-1.1585,0.6098,static
10703,-0.72784,0.13647,9.55047,-4.1463,-1.0976,0.6707,static
10704,-0.73023,0.12929,9.55526,-4.1463,-1.0976,0.6707,static
10705,-0.72544,0.12450,9.55047,-4.2073,-1.1585,0.6098,static
10706,-0.73023,0.12929,9.55765,-4.1463,-1.1585,0.6707,static
10707,-0.72784,0.13168,9.56484,-4.1463,-1.0976,0.7317,static
10708,-0.72544,0.12450,9.56244,-4.1463,-1.1585,0.6707,static
10709,-0.73023,0.12210,9.55526,-4.1463,-1.1585,0.6707,static
10710,-0.73502,0.11732,9.56484,-4.1463,-1.1585,0.6707,static
10711,-0.73981,0.12450,9.56005,-4.1463,-1.1585,0.6707,static
10712,-0.72784,0.12689,9.56484,-4.2073,-1.1585,0.6707,static
10713,-0.73023,0.12689,9.55765,-4.1463,-1.1585,0.6707,static
10714,-0.73023,0.13408,9.56244,-4.1463,-1.1585,0.6707,static
